,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake
Time (America/Detroit),Temperature,Sp Cond,pH,Turbidity,BGA-Phycocyanin RFU,BGA-PC RAW,Chlorophyll,Chlorophyll RFU,ODOSat,ODO,Battery
,C,uS/cm,,NTU,RFU,,ug/L,RFU,%,mg/L,V
9/27/15 17:45,21.57,329,8.68,24.72,1.4,1.37,12.2,3,96.7,8.52,13.8
9/27/15 17:30,21.56,330,8.69,29.97,1.5,1.48,12.9,3.2,97.4,8.58,14
9/27/15 17:15,21.57,328,8.71,25.63,1.4,1.41,12.7,3.2,98.4,8.67,14
9/27/15 17:00,21.53,330,8.71,27.6,1.6,1.55,13.6,3.4,98.3,8.67,14
9/27/15 16:45,21.51,331,8.58,31.06,1.6,1.59,12.4,3.1,89.8,7.92,14
9/27/15 16:30,21.46,324,8.78,30.99,1.6,1.6,16,4,103.1,9.1,14
9/27/15 16:15,21.48,330,8.79,23.35,1.6,1.59,14.9,3.7,105,9.27,14
9/27/15 16:00,21.5,330,8.76,23.25,1.6,1.53,14.2,3.5,103.2,9.11,13.9
9/27/15 15:45,21.51,330,8.78,24.75,1.7,1.61,15.4,3.8,105.3,9.29,13.9
9/27/15 15:30,21.35,329,8.75,29.1,1.6,1.6,15.4,3.8,102.7,9.08,13.9
9/27/15 15:15,21.29,332,8.67,21.94,1.5,1.49,12.9,3.2,97,8.59,13.9
9/27/15 15:00,21.25,332,8.71,22.89,1.7,1.61,13.7,3.4,99.6,8.83,13.9
9/27/15 14:45,21.25,331,8.79,20.91,1.7,1.65,15.5,3.8,104.9,9.3,13.9
9/27/15 14:30,21.08,331,8.76,23.8,1.8,1.72,16.1,4,103.2,9.18,13.9
9/27/15 14:15,21.04,333,8.75,24.34,1.9,1.83,15.4,3.8,101.9,9.07,13.9
9/27/15 14:00,21,336,8.69,19.02,1.8,1.79,11.9,2.9,96.4,8.59,14
9/27/15 13:45,20.7,334,8.65,24.58,2.1,2.07,13.7,3.4,93.8,8.41,13.8
9/27/15 13:30,20.67,336,8.68,24.81,2.1,2.05,14.3,3.5,95.2,8.54,13.9
9/27/15 13:15,20.62,336,8.63,19.77,2.1,2,13.2,3.3,92.3,8.28,13.9
9/27/15 13:00,20.59,336,8.59,18.61,1.8,1.77,11.5,2.9,89.8,8.07,13.9
9/27/15 12:45,20.55,336,8.67,24.51,2.2,2.17,13.6,3.4,94.1,8.46,13.9
9/27/15 12:30,20.43,336,8.57,29.22,2.2,2.1,13.9,3.5,88.5,7.97,13.9
9/27/15 12:15,20.39,335,8.63,27.62,2.1,2.07,13.5,3.3,92.2,8.31,13.9
9/27/15 12:00,20.35,336,8.63,22.66,1.9,1.87,13.8,3.4,92,8.3,14
9/27/15 11:45,20.32,335,8.63,20.36,1.8,1.74,13,3.2,93,8.39,14.6
9/27/15 11:30,20.22,335,8.53,17.75,1.5,1.49,12.2,3,87.3,7.9,14.6
9/27/15 11:15,20.16,336,8.54,20.04,1.6,1.54,12.3,3.1,87.3,7.9,14.6
9/27/15 11:00,20.15,334,8.58,19.38,1.7,1.63,13.3,3.3,89.5,8.11,14.5
9/27/15 10:45,20.04,336,8.49,18.73,1.5,1.43,12.3,3,85.3,7.74,14.5
9/27/15 10:30,19.96,335,8.48,20.99,1.6,1.56,13.1,3.2,84.6,7.69,14.4
9/27/15 10:15,19.95,335,8.46,20.61,1.6,1.53,13.2,3.3,82.4,7.5,14.4
9/27/15 10:00,19.94,336,8.47,21.41,1.7,1.66,12.7,3.1,81.7,7.43,14.4
9/27/15 9:45,20.01,335,8.52,22.04,1.9,1.83,13.2,3.3,83.4,7.57,13.9
9/27/15 9:30,19.94,335,8.45,18.94,1.6,1.54,12.6,3.1,80.4,7.32,13.8
9/27/15 9:15,19.89,335,8.4,18.75,1.5,1.42,12.6,3.1,78.3,7.13,13.5
9/27/15 9:00,19.91,335,8.43,20.55,1.5,1.47,13.1,3.2,79.4,7.22,13.4
9/27/15 8:45,19.9,335,8.41,20.11,1.5,1.44,13.1,3.2,77.9,7.09,13.2
9/27/15 8:30,19.86,332,8.4,18.93,1.4,1.33,11.7,2.9,76.8,6.99,13.2
9/27/15 8:15,19.88,336,8.4,20.26,1.3,1.3,11.8,2.9,76.6,6.98,13.1
9/27/15 8:00,19.88,334,8.38,20.2,1.3,1.25,11.3,2.8,75.5,6.88,13.1
9/27/15 7:45,19.92,335,8.43,21.34,1.3,1.31,11.8,2.9,77.6,7.06,13.1
9/27/15 7:30,19.9,338,8.39,19.36,1.3,1.25,11.4,2.8,75.7,6.89,13.1
9/27/15 7:15,19.88,339,8.35,18.56,1.3,1.29,10.9,2.7,73.9,6.73,13.1
9/27/15 7:00,19.93,340,8.35,19.93,1.3,1.27,10.6,2.6,73.8,6.71,13.2
9/27/15 6:45,19.96,339,8.36,17.25,1.3,1.25,10.6,2.6,74.2,6.75,13.1
9/27/15 6:30,19.97,339,8.4,17.99,1.3,1.24,11,2.7,76.2,6.93,13.1
9/27/15 6:15,19.96,339,8.36,16.32,1.1,1.11,9.9,2.5,74.6,6.78,13.1
9/27/15 6:00,19.98,339,8.35,16.64,1.1,1.09,9.7,2.4,73.9,6.72,13.2
9/27/15 5:45,19.97,339,8.31,17.01,1.1,1.04,9.5,2.4,72.8,6.62,13.1
9/27/15 5:30,20,336,8.35,17.99,1.1,1.09,9.7,2.4,74.6,6.78,13.1
9/27/15 5:15,20.03,339,8.33,16.63,1,0.99,8.9,2.2,73.1,6.64,13.2
9/27/15 5:00,20.1,335,8.35,17.24,1,0.97,8.7,2.2,73.2,6.63,13.2
9/27/15 4:45,20.11,338,8.36,17.93,1,0.99,9.1,2.3,74.5,6.76,13.2
9/27/15 4:30,20.17,339,8.38,17.79,1,1.03,9.9,2.4,75.4,6.83,13.2
9/27/15 4:15,20.19,339,8.38,17.63,1,1,9.5,2.4,75.5,6.83,13.2
9/27/15 4:00,20.21,341,8.35,18.58,1,1.01,9.4,2.3,74.1,6.7,13.2
9/27/15 3:45,20.26,341,8.32,19.02,1,0.99,8.8,2.2,72.5,6.56,13.2
9/27/15 3:30,20.32,338,8.44,19.51,1.1,1.06,10.4,2.6,78.2,7.06,13.2
9/27/15 3:15,20.38,340,8.47,22.15,1.1,1.13,10.6,2.6,79.5,7.17,13.2
9/27/15 3:00,20.41,344,8.46,22.22,1.1,1.11,11,2.7,78.9,7.11,13.3
9/27/15 2:45,20.48,342,8.49,20.53,1.2,1.14,11.1,2.8,79.9,7.19,13.2
9/27/15 2:30,20.53,343,8.56,24.18,1.3,1.25,12.6,3.1,85.2,7.66,13.3
9/27/15 2:15,20.6,352,8.35,20.46,1,1.03,10.4,2.6,73.6,6.61,13.3
9/27/15 2:00,20.64,349,8.46,21.46,1.2,1.15,11.7,2.9,79.5,7.14,13.3
9/27/15 1:45,20.69,354,8.57,24.75,1.4,1.41,15,3.7,86.9,7.79,13.3
9/27/15 1:30,20.7,353,8.44,18.28,1.1,1.12,11.5,2.9,79,7.08,13.3
9/27/15 1:15,20.78,354,8.63,24.37,1.5,1.44,14.2,3.5,90.5,8.1,13.3
9/27/15 1:00,20.73,351,8.54,21.35,1.2,1.23,12.5,3.1,85.2,7.63,13.3
9/27/15 0:45,20.81,349,8.62,25.21,1.3,1.32,13.2,3.3,89.2,7.97,13.3
9/27/15 0:30,20.85,351,8.63,29.12,1.4,1.39,14,3.5,90.6,8.09,13.3
9/27/15 0:15,20.83,354,8.55,24.61,1.4,1.37,14.2,3.5,86,7.68,13.3
9/27/15 0:00,20.9,357,8.58,20.92,1.4,1.34,13.7,3.4,87.2,7.78,13.4
9/26/15 23:45,20.94,359,8.66,24.42,1.5,1.49,16.2,4,93.7,8.36,13.3
9/26/15 23:30,21.06,357,8.69,24.03,1.5,1.45,14.1,3.5,94.6,8.42,13.3
9/26/15 23:15,20.97,352,8.65,22.91,1.4,1.4,13.6,3.4,92.8,8.27,13.4
9/26/15 23:00,20.94,351,8.63,20.84,1.4,1.39,14.6,3.6,91.7,8.18,13.4
9/26/15 22:45,20.93,350,8.65,20.45,1.4,1.35,14.9,3.7,91.6,8.17,13.4
9/26/15 22:30,20.99,352,8.71,22.18,1.5,1.5,20.7,5.1,97,8.64,13.4
9/26/15 22:15,20.97,344,8.69,21.41,1.4,1.34,14.3,3.6,93.5,8.34,13.4
9/26/15 22:00,21.11,361,8.72,24.15,1.6,1.59,16,4,99.7,8.86,13.4
9/26/15 21:45,20.99,333,8.76,19.13,1.2,1.21,13.2,3.3,95,8.47,13.4
9/26/15 21:30,21.03,330,8.82,21.28,1.3,1.27,14.2,3.5,99,8.82,13.4
9/26/15 21:15,21.06,335,8.81,21.5,1.4,1.35,14.6,3.6,100.2,8.91,13.4
9/26/15 21:00,21.03,320,8.82,17.19,1.1,1.08,12.2,3,96.9,8.62,13.4
9/26/15 20:45,21.03,319,8.8,15.91,1.1,1.1,11.7,2.9,95.7,8.52,13.4
9/26/15 20:30,21.02,321,8.76,17.04,1.1,1.08,11.6,2.9,94.9,8.45,13.4
9/26/15 20:15,21.09,323,8.75,15.12,1.2,1.14,11.5,2.9,93.6,8.32,13.4
9/26/15 20:00,21.12,323,8.73,16.46,1.1,1.05,12.6,3.1,92.1,8.19,13.5
9/26/15 19:45,21.14,322,8.85,19.31,1.2,1.22,15,3.7,101.4,9.01,13.4
9/26/15 19:30,21.2,323,8.85,19.13,1.2,1.19,14.4,3.6,101.2,8.98,13.4
9/26/15 19:15,21.22,323,8.81,17.82,1.1,1.1,12.6,3.1,97.6,8.65,13.5
9/26/15 19:00,21.25,321,8.86,20.25,1.2,1.18,13.5,3.4,102.5,9.08,13.5
9/26/15 18:45,21.31,323,8.87,23.63,1.3,1.24,14.2,3.5,104.1,9.22,13.5
9/26/15 18:30,21.31,320,8.9,23.79,1.3,1.3,14.6,3.6,106.4,9.42,13.7
9/26/15 18:15,21.31,320,8.86,25.42,1.3,1.25,14.4,3.6,104.1,9.22,13.8
9/26/15 18:00,21.35,322,8.84,24.48,1.2,1.18,13.6,3.4,103.4,9.15,14
9/26/15 17:45,21.37,319,8.83,24.56,1.2,1.19,12.8,3.2,102.9,9.1,14
9/26/15 17:30,21.38,319,8.82,25.52,1.2,1.22,14,3.5,103.7,9.17,14
9/26/15 17:15,21.36,324,8.79,23.61,1.2,1.22,13.2,3.3,101.8,9,14.1
9/26/15 17:00,21.37,322,8.76,25.66,1.3,1.3,14.1,3.5,101.5,8.97,14.1
9/26/15 16:45,21.37,326,8.77,27.48,1.4,1.35,14.6,3.6,103.1,9.12,14.1
9/26/15 16:30,21.4,327,8.73,27.41,1.3,1.29,11.7,2.9,98.8,8.73,14.1
9/26/15 16:15,21.48,326,8.76,27.92,1.3,1.27,13.9,3.4,101.4,8.95,14.1
9/26/15 16:00,21.48,325,8.77,32.76,1.4,1.35,14.5,3.6,102.1,9.01,14.1
9/26/15 15:45,21.47,328,8.77,29.64,1.3,1.3,13.9,3.4,102,9,14
9/26/15 15:30,21.45,327,8.74,24.94,1.2,1.19,12.9,3.2,99.2,8.76,14.1
9/26/15 15:15,21.52,329,8.8,32.25,1.4,1.37,14.9,3.7,104.7,9.23,14.1
9/26/15 15:00,21.4,323,8.82,27.11,1.3,1.3,14.2,3.5,104.3,9.22,14.1
9/26/15 14:45,21.37,325,8.79,26.55,1.3,1.26,13.5,3.3,101.2,8.95,14.1
9/26/15 14:30,21.35,329,8.78,25.69,1.3,1.26,13.2,3.3,101.9,9.02,14
9/26/15 14:15,21.18,323,8.81,24.65,1.3,1.28,14.3,3.6,101.6,9.02,14
9/26/15 14:00,21.1,315,8.81,29.39,1.3,1.31,14.7,3.6,99.9,8.88,14
9/26/15 13:45,21.03,331,8.74,25.81,1.3,1.28,13.7,3.4,98.6,8.78,14
9/26/15 13:30,21.02,334,8.74,27.98,1.3,1.28,12.9,3.2,99.9,8.9,14
9/26/15 13:15,20.83,330,8.72,29.93,1.4,1.39,14.4,3.6,96.9,8.66,13.9
9/26/15 13:00,20.76,334,8.7,26.25,1.3,1.32,13.2,3.3,96.1,8.6,14
9/26/15 12:45,20.65,346,8.62,27.66,1.5,1.48,14.6,3.6,94.2,8.45,14
9/26/15 12:30,20.51,349,8.59,31.77,1.6,1.59,15.8,3.9,91.9,8.27,14
9/26/15 12:15,20.47,352,8.59,30.5,1.6,1.53,15.8,3.9,92.7,8.34,14
9/26/15 12:00,20.41,357,8.55,28.24,1.7,1.64,16,4,90.4,8.15,14.2
9/26/15 11:45,20.38,351,8.59,33.39,1.6,1.61,15.8,3.9,91.7,8.27,14.6
9/26/15 11:30,20.34,342,8.64,30.31,1.5,1.51,15.8,3.9,92.4,8.33,14.6
9/26/15 11:15,20.33,350,8.59,30.75,1.6,1.6,15.8,3.9,91.7,8.27,14.6
9/26/15 11:00,20.28,368,8.44,29.42,1.7,1.61,15.4,3.8,86.2,7.79,14.7
9/26/15 10:45,20.27,364,8.49,31.42,1.7,1.66,16.1,4,88.1,7.96,14.6
9/26/15 10:30,20.26,369,8.46,31.32,1.7,1.69,16.3,4,86.9,7.85,14.6
9/26/15 10:15,20.26,366,8.51,37.87,1.8,1.73,17,4.2,88.1,7.96,14.6
9/26/15 10:00,20.27,371,8.49,32.5,1.8,1.77,17.4,4.3,87.2,7.88,14.6
9/26/15 9:45,20.19,371,8.4,38.65,1.7,1.7,15.6,3.9,84.1,7.61,14.3
9/26/15 9:30,20.19,372,8.38,36.59,1.8,1.79,16.5,4.1,82.8,7.49,14.1
9/26/15 9:15,20.21,372,8.43,32.79,1.7,1.69,15.6,3.9,84.3,7.63,14
9/26/15 9:00,20.21,370,8.43,39.43,1.8,1.78,16,4,83.6,7.56,14
9/26/15 8:45,20.2,376,8.37,29.06,1.6,1.59,15.1,3.7,81.7,7.39,13.7
9/26/15 8:30,20.21,381,8.36,29.89,1.7,1.61,14.9,3.7,82.2,7.43,13.3
9/26/15 8:15,20.22,382,8.33,28.6,1.6,1.6,14.5,3.6,80.9,7.31,13.2
9/26/15 8:00,20.25,380,8.32,32.43,1.6,1.57,15,3.7,79.7,7.2,13.2
9/26/15 7:45,20.34,383,8.36,29.9,1.7,1.62,15.1,3.7,80.4,7.25,13.1
9/26/15 7:30,20.33,378,8.33,23.78,1.5,1.51,13.9,3.5,78.2,7.06,13.1
9/26/15 7:15,20.39,376,8.34,24.79,1.6,1.57,13.7,3.4,77.8,7.01,13.1
9/26/15 7:00,20.43,376,8.39,23.81,1.5,1.48,13.4,3.3,79.5,7.16,13.2
9/26/15 6:45,20.52,370,8.48,25.83,1.6,1.58,14.5,3.6,81.9,7.37,13.1
9/26/15 6:30,20.51,374,8.46,24.84,1.6,1.53,14.2,3.5,81.8,7.35,13.1
9/26/15 6:15,20.51,382,8.39,20.7,1.5,1.46,12.8,3.2,78.9,7.1,13.1
9/26/15 6:00,20.58,379,8.47,24.19,1.6,1.55,14,3.5,81.9,7.36,13.2
9/26/15 5:45,20.63,380,8.51,26.73,1.7,1.64,14.9,3.7,84.2,7.55,13.2
9/26/15 5:30,20.6,390,8.39,19.97,1.5,1.51,13.9,3.4,78.9,7.08,13.2
9/26/15 5:15,20.65,388,8.43,22.58,1.6,1.58,14.2,3.5,81.2,7.28,13.2
9/26/15 5:00,20.67,382,8.46,23.12,1.6,1.52,13.9,3.4,81.9,7.34,13.2
9/26/15 4:45,20.7,383,8.49,25.97,1.6,1.56,14.2,3.5,83.5,7.48,13.2
9/26/15 4:30,20.68,403,8.36,20.66,1.6,1.53,13.4,3.3,78.9,7.07,13.2
9/26/15 4:15,20.73,405,8.39,22.15,1.6,1.6,14,3.5,80.6,7.22,13.2
9/26/15 4:00,20.77,405,8.4,22.98,1.7,1.61,14.5,3.6,80.2,7.17,13.3
9/26/15 3:45,20.82,407,8.37,21.25,1.6,1.53,13.7,3.4,78.9,7.05,13.2
9/26/15 3:30,20.91,403,8.49,26.78,1.7,1.66,15.7,3.9,83.9,7.49,13.2
9/26/15 3:15,20.93,406,8.44,24.49,1.6,1.59,15,3.7,80.9,7.22,13.2
9/26/15 3:00,20.95,406,8.49,22.97,1.7,1.64,14.9,3.7,83.7,7.46,13.3
9/26/15 2:45,20.98,407,8.4,20.1,1.5,1.51,13.4,3.3,78.7,7.01,13.3
9/26/15 2:30,21.07,404,8.53,24.82,1.7,1.7,15.9,3.9,85.2,7.57,13.3
9/26/15 2:15,21.12,407,8.53,24.87,1.7,1.68,16.2,4,84.8,7.53,13.3
9/26/15 2:00,21.12,403,8.45,21.67,1.6,1.53,14.9,3.7,80.9,7.19,13.3
9/26/15 1:45,21.14,402,8.46,22.63,1.6,1.53,14.1,3.5,80.6,7.16,13.3
9/26/15 1:30,21.16,401,8.49,20.85,1.6,1.53,14.5,3.6,82.6,7.33,13.3
9/26/15 1:15,21.24,402,8.54,20.54,1.7,1.62,15,3.7,85.1,7.54,13.3
9/26/15 1:00,21.21,397,8.49,21.6,1.6,1.52,13.7,3.4,81.9,7.27,13.4
9/26/15 0:45,21.24,397,8.52,20.75,1.5,1.51,14.6,3.6,83.8,7.43,13.3
9/26/15 0:30,21.27,396,8.57,21.9,1.6,1.56,15.4,3.8,86.2,7.63,13.3
9/26/15 0:15,21.35,396,8.67,28.01,1.8,1.75,17.5,4.3,92.2,8.16,13.3
9/26/15 0:00,21.32,388,8.61,22.13,1.6,1.55,15.5,3.9,88.2,7.81,13.4
9/25/15 23:45,21.29,390,8.61,21.55,1.6,1.57,15.4,3.8,89.3,7.9,13.3
9/25/15 23:30,21.32,382,8.64,20.25,1.5,1.5,14.5,3.6,89.4,7.92,13.3
9/25/15 23:15,21.37,387,8.68,23.96,1.7,1.61,15.8,3.9,92.9,8.22,13.4
9/25/15 23:00,21.4,384,8.62,20.45,1.5,1.45,14.3,3.6,88.6,7.83,13.4
9/25/15 22:45,21.48,382,8.66,19.26,1.5,1.44,14.3,3.5,89.6,7.91,13.4
9/25/15 22:30,21.49,376,8.67,19.59,1.5,1.45,14.3,3.5,89.5,7.89,13.4
9/25/15 22:15,21.52,379,8.7,21.4,1.5,1.46,14.4,3.6,91.6,8.08,13.4
9/25/15 22:00,21.52,365,8.74,19.69,1.5,1.42,14.1,3.5,92.3,8.14,13.4
9/25/15 21:45,21.51,354,8.78,19.18,1.4,1.4,13.8,3.4,93.2,8.22,13.4
9/25/15 21:30,21.56,357,8.85,20.56,1.6,1.52,15.1,3.7,100.4,8.85,13.4
9/25/15 21:15,21.6,356,8.87,22.93,1.6,1.59,16,4,102.8,9.05,13.4
9/25/15 21:00,21.58,346,8.89,21.43,1.5,1.49,14.8,3.7,102.1,8.99,13.4
9/25/15 20:45,21.59,345,8.91,31.81,1.6,1.56,15.2,3.8,104.4,9.2,13.4
9/25/15 20:30,21.63,345,8.92,20.17,1.5,1.48,15.8,3.9,104.8,9.22,13.4
9/25/15 20:15,21.68,346,8.91,20.18,1.5,1.46,14.9,3.7,104.1,9.15,13.4
9/25/15 20:00,21.68,342,8.91,17.7,1.4,1.38,14,3.5,103.8,9.13,13.4
9/25/15 19:45,21.69,343,8.91,17.25,1.4,1.4,14.4,3.6,103.5,9.1,13.4
9/25/15 19:30,21.72,342,8.9,15.81,1.3,1.26,12.7,3.2,102.3,8.99,13.4
9/25/15 19:15,21.79,341,8.94,15.48,1.4,1.35,13.7,3.4,106.9,9.37,13.4
9/25/15 19:00,21.84,344,8.93,18.63,1.4,1.33,12.8,3.2,106.3,9.31,13.5
9/25/15 18:45,21.95,347,8.93,16.81,1.4,1.38,13.4,3.3,107.7,9.42,13.5
9/25/15 18:30,21.98,347,8.89,16.52,1.3,1.28,12.7,3.2,104,9.09,13.6
9/25/15 18:15,22.01,347,8.9,17.17,1.3,1.32,13.7,3.4,105.4,9.2,13.7
9/25/15 18:00,22.05,347,8.9,18.08,1.3,1.31,12.7,3.1,105,9.16,13.9
9/25/15 17:45,22.09,349,8.91,17.98,1.3,1.3,12.8,3.2,105.7,9.22,14
9/25/15 17:30,22.14,351,8.95,18.52,1.4,1.37,13.8,3.4,111.4,9.7,14
9/25/15 17:15,22.14,348,8.91,18.66,1.3,1.3,12.2,3,106.4,9.27,14
9/25/15 17:00,22.23,355,8.9,17.42,1.3,1.28,12.8,3.2,106.9,9.3,14.1
9/25/15 16:45,22.3,358,8.89,17.75,1.3,1.32,13.3,3.3,107.6,9.35,14.1
9/25/15 16:30,22.23,356,8.91,18.27,1.4,1.36,13.1,3.3,107.9,9.38,14.1
9/25/15 16:15,22.21,353,8.94,17.98,1.4,1.37,13.7,3.4,111,9.65,14.1
9/25/15 16:00,22.16,355,8.87,18.28,1.4,1.35,13.4,3.3,105.4,9.18,14.1
9/25/15 15:45,22.22,362,8.87,19.73,1.4,1.38,13.5,3.3,106.4,9.26,14.1
9/25/15 15:30,22.22,364,8.85,16.11,1.3,1.28,12.2,3,105.2,9.15,14.1
9/25/15 15:15,22.19,369,8.84,16.51,1.3,1.32,13,3.2,105.2,9.16,14.1
9/25/15 15:00,22.15,368,8.8,18.46,1.4,1.35,13.1,3.2,103.4,9.01,14.1
9/25/15 14:45,22.03,367,8.77,26.52,1.4,1.38,13.6,3.4,99.3,8.67,14
9/25/15 14:30,22.11,371,8.79,17.29,1.4,1.35,13.1,3.2,102.2,8.91,14.1
9/25/15 14:15,21.99,372,8.75,17.47,1.4,1.37,13.5,3.4,98.7,8.63,14
9/25/15 14:00,21.93,370,8.8,22.71,1.6,1.57,16.1,4,103.8,9.08,14
9/25/15 13:45,21.77,368,8.72,20.77,1.5,1.48,14.6,3.6,96.7,8.49,14
9/25/15 13:30,21.69,370,8.69,18.33,1.4,1.37,13.7,3.4,94.9,8.34,14
9/25/15 13:15,21.81,370,8.77,19.57,1.5,1.46,15.2,3.8,101.4,8.89,14
9/25/15 13:00,21.61,369,8.75,20.6,1.6,1.58,15.7,3.9,98.8,8.7,14
9/25/15 12:45,21.48,366,8.74,21.35,1.6,1.61,16.7,4.1,97,8.56,14
9/25/15 12:30,21.45,369,8.75,23.77,1.7,1.63,16.3,4,97.7,8.62,14
9/25/15 12:15,21.38,369,8.74,22.22,1.6,1.54,15.4,3.8,97.6,8.63,14
9/25/15 12:00,21.24,367,8.73,23.55,1.7,1.68,16.3,4,96.6,8.56,14
9/25/15 11:45,21.09,374,8.69,29.73,1.8,1.75,16.3,4,93.8,8.34,13.9
9/25/15 11:30,21.03,380,8.67,24.8,1.7,1.71,15.4,3.8,92.5,8.23,13.9
9/25/15 11:15,20.94,378,8.64,21.81,1.7,1.61,15.1,3.7,90.5,8.07,14
9/25/15 11:00,20.76,379,8.58,22.39,1.8,1.72,14.2,3.5,85.3,7.63,14
9/25/15 10:45,20.72,376,8.62,24.4,1.8,1.77,16.4,4.1,87,7.79,14.4
9/25/15 10:30,20.68,376,8.6,24.97,1.8,1.74,15.7,3.9,85.6,7.67,14.5
9/25/15 10:15,20.6,380,8.54,22.25,1.8,1.75,15.5,3.8,82.4,7.39,14.6
9/25/15 10:00,20.6,383,8.6,26.15,1.9,1.85,16.4,4.1,85.4,7.67,14.6
9/25/15 9:45,20.57,382,8.56,29.63,1.9,1.86,16.7,4.1,82.9,7.44,14.6
9/25/15 9:30,20.55,383,8.56,27.15,1.9,1.82,16.1,4,82.6,7.42,14.4
9/25/15 9:15,20.55,383,8.58,27.5,1.9,1.84,16.4,4.1,83.5,7.5,14.4
9/25/15 9:00,20.51,383,8.58,27.08,1.9,1.85,16.2,4,83.1,7.47,14.5
9/25/15 8:45,20.44,385,8.5,22.52,1.8,1.74,15.3,3.8,78,7.02,14.4
9/25/15 8:30,20.48,384,8.57,24.73,1.9,1.83,16.4,4.1,81.1,7.3,14
9/25/15 8:15,20.41,376,8.54,22.52,1.7,1.64,14.8,3.7,78.8,7.1,13.8
9/25/15 8:00,20.45,381,8.47,21.54,1.6,1.58,15.5,3.8,75,6.76,13.6
9/25/15 7:45,20.51,381,8.54,26.8,1.7,1.68,15,3.7,79.4,7.14,13.1
9/25/15 7:30,20.49,400,8.38,20.76,1.7,1.69,17.1,4.2,72.6,6.53,13.1
9/25/15 7:15,20.6,402,8.25,18.09,1.6,1.6,15,3.7,64.3,5.77,13.1
9/25/15 7:00,20.62,400,8.38,19.39,1.8,1.77,16.3,4,74.1,6.65,13.1
9/25/15 6:45,20.7,400,8.37,21.58,1.9,1.85,16.4,4.1,70.6,6.32,13.1
9/25/15 6:30,20.72,400,8.54,22.83,2,1.94,19.5,4.8,83,7.44,13.1
9/25/15 6:15,20.77,398,8.5,22.52,2.1,2.01,17.6,4.3,79.5,7.11,13.1
9/25/15 6:00,20.82,405,8.45,24.76,1.9,1.83,15.6,3.9,75,6.7,13.2
9/25/15 5:45,20.8,398,8.4,22.3,1.9,1.83,17.4,4.3,70.1,6.27,13.1
9/25/15 5:30,20.84,395,8.36,18.28,1.5,1.5,13.6,3.4,67.8,6.06,13.1
9/25/15 5:15,20.85,393,8.43,18.89,1.6,1.61,15.6,3.9,73,6.52,13.1
9/25/15 5:00,20.87,393,8.48,17.46,1.6,1.6,14.9,3.7,75.4,6.73,13.2
9/25/15 4:45,20.92,394,8.54,18.49,1.7,1.7,16.4,4.1,79.3,7.08,13.2
9/25/15 4:30,20.96,394,8.57,21.76,1.7,1.68,16.7,4.1,81.9,7.3,13.2
9/25/15 4:15,20.99,394,8.55,19.92,1.7,1.69,17.5,4.3,81.3,7.24,13.2
9/25/15 4:00,21.01,393,8.58,19.47,1.7,1.64,16.1,4,82.1,7.31,13.2
9/25/15 3:45,21.02,394,8.58,20.42,1.7,1.64,15.7,3.9,82.3,7.33,13.2
9/25/15 3:30,21.04,390,8.53,18.28,1.6,1.55,14.8,3.7,79.5,7.08,13.2
9/25/15 3:15,21.06,393,8.6,20.11,1.6,1.59,15,3.7,84.1,7.48,13.2
9/25/15 3:00,21.08,395,8.59,20.17,1.6,1.58,15.3,3.8,83.9,7.46,13.3
9/25/15 2:45,21.14,399,8.54,19.61,1.6,1.56,15.1,3.8,81.2,7.21,13.2
9/25/15 2:30,21.2,392,8.66,21.12,1.7,1.7,16.2,4,88,7.8,13.2
9/25/15 2:15,21.2,400,8.66,23.79,1.8,1.78,17.5,4.3,89.8,7.96,13.3
9/25/15 2:00,21.19,408,8.59,19.99,1.7,1.66,16.2,4,86.1,7.64,13.3
9/25/15 1:45,21.17,411,8.59,19.03,1.7,1.66,17.4,4.3,86.7,7.7,13.3
9/25/15 1:30,21.2,399,8.64,19.7,1.8,1.76,18.1,4.5,89.8,7.97,13.3
9/25/15 1:15,21.29,390,8.62,17.98,1.5,1.47,14.3,3.6,85,7.53,13.3
9/25/15 1:00,21.39,390,8.72,21.62,1.8,1.72,17.3,4.3,92.9,8.21,13.3
9/25/15 0:45,21.42,390,8.73,19.21,1.7,1.66,16.4,4.1,92.8,8.2,13.3
9/25/15 0:30,21.44,390,8.75,22.52,1.8,1.72,17.6,4.4,94.9,8.38,13.3
9/25/15 0:15,21.47,389,8.77,22.65,1.8,1.72,17.8,4.4,97,8.56,13.3
9/25/15 0:00,21.4,381,8.76,21.49,1.7,1.64,16.6,4.1,95.9,8.48,13.3
9/24/15 23:45,21.31,368,8.75,19.1,1.5,1.46,14.2,3.5,92.8,8.22,13.3
9/24/15 23:30,21.31,361,8.78,19.37,1.5,1.43,13.8,3.4,94.1,8.33,13.3
9/24/15 23:15,21.41,371,8.82,22.71,1.6,1.59,16,4,99.2,8.77,13.3
9/24/15 23:00,21.33,356,8.79,17.29,1.4,1.39,13.2,3.3,94.2,8.34,13.4
9/24/15 22:45,21.39,352,8.84,18.63,1.5,1.43,13.9,3.5,98,8.66,13.3
