,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake
Time (America/Detroit),Temperature,Sp Cond,pH,Turbidity,BGA-Phycocyanin RFU,BGA-PC RAW,Chlorophyll,Chlorophyll RFU,ODOSat,ODO,Battery
,C,uS/cm,,NTU,RFU,,ug/L,RFU,%,mg/L,V
11/4/15 2:00,13.05,310,8.47,13.27,1.5,1.45,8.3,2.1,94.1,9.9,13.2
11/4/15 1:45,13.1,309,8.48,13.01,1.4,1.33,8.4,2.1,95.9,10.08,13.2
11/4/15 1:30,13.1,309,8.51,14.44,1.5,1.51,9.6,2.4,98.1,10.31,13.2
11/4/15 1:15,13.12,308,8.52,14,1.4,1.39,8.2,2,98.2,10.31,13.2
11/4/15 1:00,13.15,310,8.49,13.79,1.4,1.39,7.3,1.8,96,10.07,13.3
11/4/15 0:45,13.2,310,8.47,11.89,1.4,1.36,31.6,7.8,95.6,10.02,13.2
11/4/15 0:30,13.23,310,8.47,11.93,1.2,1.2,8.2,2,95,9.95,13.2
11/4/15 0:15,13.24,309,8.51,13.04,1.3,1.32,8.5,2.1,98.3,10.3,13.2
11/4/15 0:00,13.26,310,8.52,11.98,1.6,1.58,8.7,2.2,97.7,10.22,13.3
11/3/15 23:45,13.28,309,8.53,11.76,1.4,1.36,9.5,2.4,99,10.36,13.3
11/3/15 23:30,13.3,308,8.51,12.26,1.4,1.35,7.8,1.9,98.3,10.28,13.3
11/3/15 23:15,13.33,309,8.53,13.01,1.4,1.33,8.5,2.1,98.3,10.27,13.3
11/3/15 23:00,13.34,309,8.59,16.42,1.5,1.44,9.9,2.5,102.4,10.7,13.3
11/3/15 22:45,13.36,309,8.52,10.87,1.4,1.36,9.4,2.3,99.6,10.4,13.3
11/3/15 22:30,13.39,306,8.56,11.79,1.4,1.39,8.9,2.2,101,10.54,13.3
11/3/15 22:15,13.42,308,8.56,12.33,1.4,1.38,9.3,2.3,101.2,10.55,13.3
11/3/15 22:00,13.47,308,8.49,11.41,1.2,1.19,7.4,1.9,97.6,10.17,13.3
11/3/15 21:45,13.5,308,8.5,11.31,1.3,1.3,10.6,2.6,97.3,10.13,13.3
11/3/15 21:30,13.51,307,8.58,12.52,1.6,1.54,8.3,2.1,101.6,10.57,13.3
11/3/15 21:15,13.54,306,8.57,12.37,1.5,1.45,9.2,2.3,101.2,10.53,13.3
11/3/15 21:00,13.52,307,8.62,13.4,1.4,1.4,8,2,105.8,11.01,13.4
11/3/15 20:45,13.57,306,8.58,11.69,1.4,1.36,8.4,2.1,103.2,10.73,13.4
11/3/15 20:30,13.58,306,8.62,13.21,1.5,1.44,8.7,2.2,105.5,10.96,13.4
11/3/15 20:15,13.61,307,8.63,13.29,1.4,1.42,8,2,105.4,10.95,13.4
11/3/15 20:00,13.65,306,8.58,11.47,1.4,1.35,7.9,2,103.4,10.73,13.4
11/3/15 19:45,13.7,306,8.61,13.44,1.6,1.57,10.2,2.5,105.5,10.94,13.4
11/3/15 19:30,13.7,306,8.63,13.4,1.4,1.38,9.2,2.3,107.6,11.15,13.4
11/3/15 19:15,13.75,306,8.61,13.85,1.5,1.44,9.5,2.3,106.2,11,13.4
11/3/15 19:00,13.79,305,8.61,13.3,1.4,1.38,8.3,2.1,106.7,11.04,13.4
11/3/15 18:45,13.85,304,8.6,13.78,1.5,1.43,11.5,2.9,105.7,10.92,13.4
11/3/15 18:30,13.85,304,8.62,13.72,1.5,1.46,8.3,2.1,106.7,11.02,13.4
11/3/15 18:15,13.83,304,8.6,13.94,1.4,1.38,8.3,2.1,106.6,11.02,13.5
11/3/15 18:00,13.88,304,8.59,14.06,1.4,1.34,6.9,1.7,106,10.94,13.5
11/3/15 17:45,14.05,304,8.6,14.95,1.6,1.58,9.3,2.3,106.4,10.94,13.5
11/3/15 17:30,14.09,304,8.61,14.17,1.4,1.33,6.5,1.6,108.4,11.14,13.5
11/3/15 17:15,14.01,303,8.62,17.75,1.4,1.39,6.7,1.7,107.8,11.1,13.6
11/3/15 17:00,13.94,303,8.59,20.62,1.4,1.37,7.4,1.8,106.7,11.01,13.6
11/3/15 16:45,13.98,303,8.52,18.33,1.3,1.32,5.7,1.4,102.7,10.58,13.7
11/3/15 16:30,14.07,304,8.55,14.18,1.3,1.31,6.2,1.6,104.5,10.74,14
11/3/15 16:15,14.02,304,8.56,20.56,1.5,1.45,7,1.7,104.4,10.74,14.2
11/3/15 16:00,14.13,303,8.58,14.09,1.3,1.25,5.8,1.4,106.4,10.92,14.3
11/3/15 15:45,14.15,302,8.62,13.92,1.2,1.21,6.3,1.6,108.2,11.1,14.3
11/3/15 15:30,14.09,303,8.64,30.6,1.4,1.33,6.2,1.5,108.6,11.17,14.2
11/3/15 15:15,13.87,303,8.64,13.22,1.3,1.32,6.7,1.7,108.1,11.17,14.2
11/3/15 15:00,13.77,302,8.6,16.22,1.4,1.38,6.4,1.6,106.5,11.02,14.3
11/3/15 14:45,13.73,302,8.63,18.11,1.5,1.43,6.2,1.5,107.4,11.13,14.2
11/3/15 14:30,13.69,302,8.63,26.13,1.6,1.59,6.1,1.5,107.4,11.14,14.1
11/3/15 14:15,13.58,296,8.61,13.64,1.4,1.36,5.7,1.4,106.2,11.04,14.3
11/3/15 14:00,13.41,297,8.61,14,1.4,1.34,5.9,1.5,105.8,11.04,14.2
11/3/15 13:45,13.27,297,8.6,15.04,1.4,1.4,5.8,1.5,104.9,10.98,14.2
11/3/15 13:30,13.2,296,8.63,21.83,1.4,1.4,5.6,1.4,105.2,11.02,14.1
11/3/15 13:15,13.06,291,8.59,13.32,1.5,1.46,7.4,1.8,103.4,10.87,14.3
11/3/15 13:00,12.9,290,8.58,14.05,1.6,1.53,7,1.7,103,10.87,14.3
11/3/15 12:45,12.78,290,8.58,13.75,1.5,1.51,6,1.5,102.4,10.84,14.2
11/3/15 12:30,12.69,290,8.53,14.84,1.5,1.44,6.8,1.7,100.4,10.65,14.2
11/3/15 12:15,12.67,292,8.56,13.98,1.6,1.54,6.6,1.6,100.3,10.64,14.1
11/3/15 12:00,12.59,291,8.58,14.01,1.5,1.44,5.8,1.4,101.4,10.77,14.1
11/3/15 11:45,12.36,290,8.57,14.44,1.4,1.36,6.4,1.6,100.6,10.74,13.9
11/3/15 11:30,12.21,290,8.56,15.51,1.5,1.49,7.4,1.8,100.5,10.77,13.9
11/3/15 11:15,12.17,289,8.59,15.67,1.2,1.2,5.9,1.5,101.3,10.87,14
11/3/15 11:00,12.01,289,8.57,16.45,1.5,1.43,8.5,2.1,99.7,10.73,14.1
11/3/15 10:45,11.88,289,8.55,18.33,1.5,1.45,7.9,2,98.8,10.66,14
11/3/15 10:30,11.81,301,8.5,17.27,1.5,1.51,8.4,2.1,96,10.38,14.6
11/3/15 10:15,11.73,301,8.51,17.7,1.5,1.42,8.3,2.1,96.5,10.46,14.8
11/3/15 10:00,11.66,299,8.47,21.2,1.7,1.66,9.2,2.3,95.2,10.33,14.8
11/3/15 9:45,11.67,304,8.48,15.17,1.7,1.68,9.1,2.3,94.3,10.23,14.7
11/3/15 9:30,11.62,304,8.42,17.93,1.8,1.75,10,2.5,92.1,10.01,14.7
11/3/15 9:15,11.6,303,8.42,18.48,1.6,1.6,10,2.5,91.8,9.98,14.6
11/3/15 9:00,11.59,304,8.39,20.36,1.9,1.83,9.2,2.3,91.2,9.91,14.8
11/3/15 8:45,11.57,305,8.4,17,1.9,1.84,7.9,2,91.1,9.91,14.8
11/3/15 8:30,11.61,304,8.4,18.16,2.1,2.01,10.2,2.5,90.5,9.84,14.4
11/3/15 8:15,11.62,306,8.3,15.81,2.2,2.13,8.1,2,86.3,9.38,13.6
11/3/15 8:00,11.63,303,8.42,18.24,2.1,2.01,10.1,2.5,91.7,9.95,13.1
11/3/15 7:45,11.7,306,8.4,16.99,1.9,1.83,9.9,2.5,90.9,9.86,13.1
11/3/15 7:30,11.71,303,8.44,21.22,2,1.95,9.8,2.4,92,9.98,13.1
11/3/15 7:15,11.71,303,8.5,17.61,2.1,2.01,14.1,3.5,95.9,10.4,13.1
11/3/15 7:00,11.71,302,8.4,15.8,1.8,1.72,7.8,1.9,91.4,9.91,13.1
11/3/15 6:45,11.7,302,8.43,14.7,1.9,1.85,9.2,2.3,92.6,10.04,13.1
11/3/15 6:30,11.71,301,8.39,13.34,1.8,1.74,7.6,1.9,90.7,9.83,13.1
11/3/15 6:15,11.77,301,8.4,13.59,1.8,1.79,8.2,2,91.3,9.88,13.1
11/3/15 6:00,11.78,301,8.37,14.51,1.9,1.89,7.2,1.8,89.4,9.67,13.1
11/3/15 5:45,11.81,300,8.37,13.84,1.7,1.69,6.6,1.7,88.8,9.61,13.1
11/3/15 5:30,11.81,300,8.4,12.84,2,1.91,8.1,2,91.6,9.91,13.1
11/3/15 5:15,11.82,300,8.4,11.92,1.8,1.72,7.9,2,90.5,9.79,13.1
11/3/15 5:00,11.83,301,8.41,13.45,1.8,1.72,7.2,1.8,92.2,9.97,13.2
11/3/15 4:45,11.87,301,8.45,16.49,1.8,1.8,10.2,2.5,93,10.04,13.1
11/3/15 4:30,11.9,299,8.45,14.94,1.8,1.78,8.7,2.2,94.1,10.16,13.1
11/3/15 4:15,11.91,298,8.48,16.12,2,1.93,10.7,2.6,95.7,10.33,13.1
11/3/15 4:00,11.95,297,8.44,13.55,1.7,1.66,8.1,2,94.3,10.17,13.2
11/3/15 3:45,11.95,297,8.43,14.71,1.6,1.6,7.6,1.9,94.3,10.16,13.2
11/3/15 3:30,11.98,297,8.43,13.93,1.6,1.59,6.5,1.6,94.2,10.15,13.2
11/3/15 3:15,12,296,8.47,16,1.6,1.6,7.2,1.8,96,10.34,13.2
11/3/15 3:00,12.03,296,8.46,14.8,1.6,1.58,7,1.7,95.6,10.28,13.2
11/3/15 2:45,12.04,297,8.43,13.49,1.6,1.57,7.7,1.9,93.7,10.08,13.2
11/3/15 2:30,12.08,297,8.44,12.06,1.9,1.82,9.3,2.3,94.6,10.16,13.2
11/3/15 2:15,12.09,299,8.52,14.16,2,1.9,9,2.2,98,10.53,13.2
11/3/15 2:00,12.12,299,8.48,13.12,1.7,1.67,7.6,1.9,95.9,10.3,13.2
11/3/15 1:45,12.12,298,8.45,12.99,1.8,1.77,6.8,1.7,94.7,10.17,13.2
11/3/15 1:30,12.13,298,8.49,12.92,2,1.9,9.5,2.3,96.9,10.41,13.2
11/3/15 1:15,12.15,298,8.48,13.13,1.6,1.59,6.6,1.6,95.7,10.27,13.2
11/3/15 1:00,12.18,298,8.48,12.17,1.9,1.89,8.1,2,96.2,10.32,13.3
11/3/15 0:45,12.21,298,8.46,12.16,1.8,1.75,7.5,1.9,94.5,10.13,13.2
11/3/15 0:30,12.21,297,8.49,12.82,1.7,1.68,6.8,1.7,95.8,10.26,13.2
11/3/15 0:15,12.24,298,8.5,13.42,1.9,1.85,8.7,2.2,96.6,10.35,13.2
11/3/15 0:00,12.26,298,8.49,14.9,1.8,1.74,8.4,2.1,97.2,10.41,13.3
11/2/15 23:45,12.28,298,8.49,12.72,1.7,1.62,9.1,2.3,96.8,10.36,13.3
11/2/15 23:30,12.28,297,8.53,14.44,1.9,1.83,8.3,2.1,98.6,10.55,13.3
11/2/15 23:15,12.27,298,8.53,13.21,1.7,1.68,8.4,2.1,98.4,10.53,13.3
11/2/15 23:00,12.26,297,8.53,13.61,1.7,1.65,7.1,1.8,99.3,10.63,13.3
11/2/15 22:45,12.28,297,8.55,12.82,1.8,1.75,8.8,2.2,99.9,10.69,13.3
11/2/15 22:30,12.31,297,8.52,11.86,1.8,1.71,8.5,2.1,98.7,10.56,13.3
11/2/15 22:15,12.33,297,8.56,13.76,1.7,1.63,7.5,1.9,100.4,10.73,13.3
11/2/15 22:00,12.4,297,8.5,11.14,1.8,1.78,6.1,1.5,97.6,10.41,13.3
11/2/15 21:45,12.43,297,8.48,11.78,1.7,1.7,7.8,1.9,99.7,10.63,13.3
11/2/15 21:30,12.48,297,8.54,11.14,1.7,1.68,7.5,1.9,99.2,10.57,13.3
11/2/15 21:15,12.48,295,8.56,11.62,1.7,1.68,6.3,1.6,101.3,10.79,13.3
11/2/15 21:00,12.51,295,8.56,13.58,1.9,1.81,8.7,2.2,100.9,10.74,13.4
11/2/15 20:45,12.52,296,8.56,13.58,1.9,1.83,12,3,101.6,10.82,13.4
11/2/15 20:30,12.55,295,8.55,16.6,1.9,1.87,8.6,2.1,101.6,10.81,13.4
11/2/15 20:15,12.55,299,8.58,12.03,1.8,1.73,7.6,1.9,103.3,10.98,13.4
11/2/15 20:00,12.59,299,8.6,12.87,1.8,1.71,7.6,1.9,103.7,11.02,13.4
11/2/15 19:45,12.59,298,8.61,13.34,1.9,1.84,6.7,1.7,104.8,11.14,13.4
11/2/15 19:30,12.59,298,8.6,13.33,1.7,1.64,9,2.2,104.3,11.08,13.4
11/2/15 19:15,12.63,298,8.6,13.77,1.8,1.76,7.4,1.9,104.9,11.13,13.4
11/2/15 19:00,12.7,298,8.6,12.19,1.7,1.69,7.5,1.9,105.2,11.15,13.5
11/2/15 18:45,12.77,297,8.61,12.06,1.7,1.64,8.6,2.1,104.6,11.07,13.4
11/2/15 18:30,12.81,294,8.58,15.01,1.6,1.53,6.6,1.6,104.5,11.05,13.4
11/2/15 18:15,12.87,297,8.62,12.51,1.6,1.55,7,1.7,106.3,11.22,13.5
11/2/15 18:00,12.92,296,8.59,11.89,1.5,1.45,6.2,1.5,105.8,11.16,13.5
11/2/15 17:45,12.98,295,8.61,11.64,1.5,1.44,7.2,1.8,106.4,11.21,13.5
11/2/15 17:30,13,295,8.58,12.76,1.5,1.47,6.4,1.6,105.4,11.09,13.5
11/2/15 17:15,13.02,295,8.61,14.76,1.6,1.56,6.1,1.5,106.7,11.22,13.6
11/2/15 17:00,13.03,296,8.62,13.12,1.5,1.51,6.1,1.5,106.5,11.2,13.6
11/2/15 16:45,12.99,294,8.57,15.6,1.5,1.47,5.1,1.3,105.5,11.11,13.7
11/2/15 16:30,13.02,294,8.57,13.66,1.6,1.57,5.6,1.4,105.1,11.07,14
11/2/15 16:15,13.14,292,8.64,12.6,1.4,1.35,4.9,1.2,107,11.24,14.2
11/2/15 16:00,12.81,292,8.6,16.86,1.7,1.67,6.3,1.6,105.9,11.2,14.3
11/2/15 15:45,12.61,294,8.58,15.91,1.7,1.68,6.8,1.7,104.4,11.09,14.2
11/2/15 15:30,12.57,295,8.57,15.53,1.7,1.69,6.2,1.5,103.8,11.03,14.1
11/2/15 15:15,12.48,295,8.54,16.35,1.8,1.79,5.8,1.5,102,10.87,14.1
11/2/15 15:00,12.59,296,8.56,14.73,1.7,1.7,5.6,1.4,102.7,10.91,14.1
11/2/15 14:45,12.28,294,8.62,15.52,1.8,1.76,6.8,1.7,106.3,11.38,14.1
11/2/15 14:30,12.66,294,8.56,12.61,1.4,1.4,4.4,1.1,103.3,10.96,14.1
11/2/15 14:15,12.59,295,8.57,12.42,1.5,1.44,4.3,1.1,103.6,11.01,14.1
11/2/15 14:00,12.32,296,8.56,13.82,1.6,1.54,5.4,1.3,103,11.01,14.2
11/2/15 13:45,12.09,296,8.56,13.3,1.9,1.82,7.4,1.8,102,10.96,14.1
11/2/15 13:30,12.02,295,8.6,12.58,1.6,1.53,4.4,1.1,103,11.08,14.2
11/2/15 13:15,11.93,295,8.63,12.75,1.6,1.55,5,1.3,103.6,11.18,14.2
11/2/15 13:00,11.59,296,8.61,15.29,1.8,1.72,6.7,1.7,102.4,11.13,14.1
11/2/15 12:45,11.43,298,8.53,14.57,2.1,2.05,7.3,1.8,98.6,10.76,14.1
11/2/15 12:30,11.32,298,8.53,14.88,1.9,1.85,5.9,1.5,98.3,10.75,14.1
11/2/15 12:15,11.19,296,8.55,13.88,2,1.93,16.3,4,98.5,10.8,13.9
11/2/15 12:00,10.98,295,8.52,15.85,2.2,2.1,8.7,2.2,97.6,10.76,14.2
11/2/15 11:45,10.95,295,8.52,15.63,2,1.92,8,2,96.9,10.69,14
11/2/15 11:30,10.93,295,8.52,15.28,1.9,1.86,8.9,2.2,96.9,10.69,14.1
11/2/15 11:15,10.86,295,8.53,18.42,1.8,1.79,7.7,1.9,97.1,10.74,14.3
11/2/15 11:00,10.82,296,8.5,16.66,1.6,1.55,7.9,2,96.6,10.69,14.2
11/2/15 10:45,10.74,297,8.54,15.1,1.7,1.66,7.8,1.9,96.6,10.71,14.2
11/2/15 10:30,10.65,296,8.5,16.28,1.6,1.6,7.1,1.8,95.3,10.59,14.8
11/2/15 10:15,10.64,296,8.55,16.21,1.7,1.67,7.4,1.8,96.8,10.75,14.8
11/2/15 10:00,10.56,297,8.51,17,2,1.93,8.7,2.2,94.9,10.56,14.8
11/2/15 9:45,10.51,297,8.49,15.45,1.9,1.85,9.4,2.3,93.3,10.39,14.9
11/2/15 9:30,10.46,297,8.45,18.11,1.8,1.72,8.3,2.1,93.2,10.4,14.8
11/2/15 9:15,10.46,296,8.43,16.35,2.3,2.27,9.3,2.3,91.6,10.22,14.7
11/2/15 9:00,10.47,296,8.39,17.02,2.4,2.29,9.7,2.4,90,10.04,14.9
11/2/15 8:45,10.45,296,8.39,20.9,2.2,2.12,10,2.5,90.9,10.14,14.8
11/2/15 8:30,10.45,295,8.37,18.09,2.9,2.75,14.2,3.5,89.6,10,14.2
11/2/15 8:15,10.44,296,8.39,16.4,2.9,2.8,11.8,2.9,90,10.04,13.5
11/2/15 8:00,10.43,294,8.39,19.96,2.9,2.78,8.5,2.1,90.3,10.09,13.2
11/2/15 7:45,10.45,293,8.4,16.93,2.5,2.38,9.3,2.3,91.1,10.17,13.1
11/2/15 7:30,10.47,294,8.4,17.49,2.4,2.36,9.1,2.3,91,10.15,13.1
11/2/15 7:15,10.51,294,8.46,16.69,2.4,2.37,9.4,2.3,93.5,10.42,13.1
11/2/15 7:00,10.51,294,8.37,15.29,2.3,2.25,9.1,2.3,89.5,9.97,13.2
11/2/15 6:45,10.56,294,8.4,14.6,2.4,2.35,8.4,2.1,90.3,10.06,13.1
11/2/15 6:30,10.62,294,8.48,20.11,2.6,2.55,10.8,2.7,94.7,10.53,13.1
11/2/15 6:15,10.55,294,8.44,16.06,2.4,2.34,9.5,2.4,92.7,10.32,13.2
11/2/15 6:00,10.56,294,8.45,16.62,2.5,2.39,10.6,2.6,93.6,10.42,13.2
11/2/15 5:45,10.54,295,8.44,14.6,2.5,2.4,10.7,2.7,93.3,10.39,13.2
11/2/15 5:30,10.59,295,8.44,14.82,2.4,2.34,10.2,2.5,93.5,10.4,13.2
11/2/15 5:15,10.66,294,8.44,15.64,2.5,2.4,8.1,2,93,10.33,13.2
11/2/15 5:00,10.65,295,8.45,15.09,2.3,2.26,9.9,2.5,92,10.22,13.2
11/2/15 4:45,10.65,295,8.45,15.08,2.3,2.27,9.8,2.4,93.4,10.38,13.2
11/2/15 4:30,10.66,294,8.49,15.61,2.6,2.5,7.9,2,94.2,10.47,13.2
11/2/15 4:15,10.71,295,8.48,15.9,2.3,2.27,8.8,2.2,94.8,10.52,13.2
11/2/15 4:00,10.75,294,8.48,16.78,2.4,2.35,8.8,2.2,94.9,10.52,13.2
11/2/15 3:45,10.75,296,8.44,15.12,2.3,2.19,9.7,2.4,92.1,10.21,13.2
11/2/15 3:30,10.83,294,8.51,16.27,2.6,2.49,10.8,2.7,96.4,10.66,13.2
11/2/15 3:15,10.82,294,8.52,16.73,2.4,2.34,8.5,2.1,97.3,10.76,13.2
11/2/15 3:00,10.78,294,8.55,18,2.5,2.39,10.7,2.7,96.8,10.72,13.3
11/2/15 2:45,10.82,294,8.49,15.75,2.4,2.33,10.3,2.5,95.2,10.53,13.2
11/2/15 2:30,10.84,295,8.55,17.95,2.5,2.42,11.3,2.8,98.7,10.92,13.2
11/2/15 2:15,10.86,295,8.49,16.78,2.4,2.35,8.8,2.2,95.5,10.55,13.2
11/2/15 2:00,10.9,297,8.45,14.15,2.4,2.36,9.4,2.3,93.5,10.33,13.3
11/2/15 1:45,10.94,296,8.48,14.97,2.5,2.39,10.1,2.5,95.5,10.54,13.2
11/2/15 1:30,10.97,296,8.49,15.31,2.5,2.38,8.7,2.2,96.1,10.59,13.3
11/2/15 1:15,10.97,296,8.49,15.13,2.6,2.49,9,2.2,95.5,10.53,13.3
11/2/15 1:00,10.98,296,8.47,16.39,2.5,2.4,8,2,95.7,10.55,13.3
11/2/15 0:45,10.98,294,8.51,15.96,2.2,2.14,8.3,2.1,97.3,10.73,13.3
11/2/15 0:30,10.95,294,8.52,15.07,2.6,2.49,8.9,2.2,96.8,10.67,13.3
11/2/15 0:15,10.95,293,8.51,13.76,2.8,2.66,9.8,2.4,96.9,10.68,13.3
11/2/15 0:00,10.94,293,8.5,14.32,2.5,2.4,18.8,4.6,96.5,10.65,13.3
11/1/15 23:45,10.93,293,8.51,15.85,2.6,2.48,8.5,2.1,96.6,10.67,13.3
11/1/15 23:30,10.93,293,8.51,15.42,2.5,2.39,10,2.5,97.1,10.72,13.3
11/1/15 23:15,10.95,291,8.54,19.47,2.5,2.41,10.8,2.7,98.1,10.82,13.3
11/1/15 23:00,10.97,291,8.53,18.32,2.3,2.24,10.3,2.6,97.4,10.74,13.4
11/1/15 22:45,10.99,291,8.54,17.11,2.3,2.21,9.7,2.4,97.8,10.77,13.3
11/1/15 22:30,11.01,290,8.56,16.69,2.3,2.25,9.9,2.5,98.9,10.89,13.3
11/1/15 22:15,11.05,291,8.58,19.03,2.5,2.4,15.5,3.8,100.3,11.04,13.3
11/1/15 22:00,11.07,292,8.54,16.63,2.2,2.15,9.5,2.4,98.5,10.84,13.4
11/1/15 21:45,11.09,293,8.55,16.29,2.2,2.16,9.2,2.3,99.6,10.96,13.4
11/1/15 21:30,11.2,294,8.56,16.6,2.3,2.19,8.6,2.1,99.7,10.94,13.4
11/1/15 21:15,11.23,293,8.56,16.13,2.3,2.22,10.1,2.5,99.7,10.93,13.4
11/1/15 21:00,11.23,291,8.56,17.05,2.3,2.21,9.8,2.4,100.3,10.99,13.4
11/1/15 20:45,11.2,292,8.59,18.02,2.4,2.31,10.5,2.6,101.9,11.17,13.4
11/1/15 20:30,11.21,291,8.59,15.12,2.3,2.23,9.9,2.5,101.1,11.09,13.4
11/1/15 20:15,11.25,289,8.6,15.86,2.3,2.26,9.8,2.4,102.1,11.19,13.4
11/1/15 20:00,11.24,289,8.6,16.71,2.3,2.27,9.8,2.4,102,11.18,13.4
11/1/15 19:45,11.25,289,8.62,17.62,2.4,2.34,11.3,2.8,102.8,11.27,13.4
11/1/15 19:30,11.26,289,8.62,19.49,2.4,2.36,14.3,3.5,103.1,11.3,13.4
11/1/15 19:15,11.26,288,8.62,19.97,2.5,2.43,10,2.5,103.2,11.31,13.4
11/1/15 19:00,11.28,285,8.63,18.37,2.5,2.45,11.6,2.9,103.7,11.35,13.4
11/1/15 18:45,11.31,284,8.63,23.91,2.6,2.56,11.5,2.8,104,11.38,13.5
11/1/15 18:30,11.36,272,8.62,23.62,2.6,2.54,12.3,3.1,103.8,11.34,13.5
11/1/15 18:15,11.38,245,8.62,22.9,2.7,2.59,9.4,2.3,104.7,11.44,13.5
11/1/15 18:00,11.44,240,8.58,26.6,2.7,2.62,0.7,0.2,103.1,11.25,13.6
11/1/15 17:45,11.46,234,8.59,23.75,2.7,2.57,9.7,2.4,103.7,11.3,13.5
11/1/15 17:30,11.5,233,8.59,26.23,2.7,2.58,15.3,3.8,104.1,11.34,13.6
11/1/15 17:15,11.5,238,8.63,21.76,2.6,2.51,11.5,2.9,105.9,11.54,13.6
11/1/15 17:00,11.59,245,8.6,23.08,2.7,2.57,5.2,1.3,105.3,11.44,13.7
11/1/15 16:45,11.68,254,8.64,25.41,2.5,2.46,12.3,3.1,107.3,11.64,13.8
11/1/15 16:30,11.61,258,8.64,25.03,2.7,2.6,14.5,3.6,108.1,11.75,14
11/1/15 16:15,11.62,273,8.64,28.42,2.8,2.73,11.2,2.8,107.9,11.72,14.2
11/1/15 16:00,11.56,268,8.65,30.52,2.8,2.69,16.3,4,108.6,11.81,14.3
11/1/15 15:45,11.35,264,8.62,26.62,2.9,2.82,12.6,3.1,107,11.7,14.2
11/1/15 15:30,11.35,264,8.63,33.68,3,2.86,12.9,3.2,107.8,11.78,14.2
11/1/15 15:15,11.37,268,8.64,42.47,3.2,3.04,15.4,3.8,107.8,11.78,14.2
11/1/15 15:00,11.2,250,8.61,33.53,3.1,2.95,13.7,3.4,107.3,11.77,14.2
11/1/15 14:45,11.09,241,8.6,36.96,3.3,3.16,14.4,3.6,106.8,11.75,14.1
11/1/15 14:30,11.03,239,8.57,37.83,3.1,3.01,14.3,3.5,105.8,11.65,14.1
11/1/15 14:15,10.91,241,8.56,20.74,3.2,3.08,1.2,0.3,105.3,11.63,14.2
11/1/15 14:00,10.84,237,8.57,32.49,3.2,3.06,4.9,1.2,105.8,11.71,14.2
11/1/15 13:45,10.72,244,8.58,43.39,3,2.92,14.3,3.5,106,11.76,14.2
11/1/15 13:30,10.56,234,8.54,39.06,3.3,3.19,14.2,3.5,104.4,11.62,14.2
11/1/15 13:15,10.66,250,8.56,36.05,2.6,2.55,12.9,3.2,104.7,11.63,14.3
11/1/15 13:00,10.64,226,8.53,44.03,3.1,3,1,0.3,103.4,11.49,14.2
11/1/15 12:45,10.5,230,8.54,49.66,2.9,2.8,10.9,2.7,103.7,11.57,14.1
11/1/15 12:30,10.33,193,8.54,15.21,2.9,2.79,1.1,0.3,103.7,11.61,14.1
11/1/15 12:15,10.76,157,8.46,7.56,2,1.93,0.8,0.2,100.5,11.14,14.3
11/1/15 12:00,10.91,155,8.35,4.65,1.4,1.41,0.5,0.2,100,11.05,14.3
11/1/15 11:45,10.85,160,8.12,2.97,1.4,1.36,0.5,0.1,99.9,11.05,14.1
11/1/15 11:30,10.91,156,8.28,2.89,1.4,1.38,0.5,0.1,100.1,11.06,14.9
11/1/15 11:15,11.19,151,8.06,2.92,1.4,1.33,0.4,0.1,100.5,11.03,14.9
11/1/15 11:00,11.45,152,8.01,2.68,1.3,1.3,0.5,0.1,100.7,10.99,14.9
11/1/15 10:45,11.99,151,7.93,4.91,1.5,1.46,0.8,0.2,100.9,10.87,14.9
11/1/15 10:30,12.19,150,8.08,2.79,1.3,1.26,1.2,0.3,101.4,10.87,14.7
11/1/15 10:15,11.72,152,7.91,2.96,1.4,1.38,4,1,101.2,10.97,14.7
11/1/15 10:00,12.14,153,7.92,3.25,1.8,1.72,2.5,0.6,100.7,10.82,14.8
11/1/15 9:45,11.67,154,8.23,5.26,2.1,2.09,5,1.3,100.5,10.91,14.8
11/1/15 9:30,10.75,157,8.46,14.64,2.2,2.1,24.5,6.1,100.5,11.14,14.8
11/1/15 9:15,10.5,167,8.51,20.71,3,2.91,2.4,0.6,99.9,11.13,14.4
11/1/15 9:00,10.07,164,8.5,11.68,2.4,2.35,4.1,1,99.2,11.17,14
11/1/15 8:45,9.58,186,8.52,23.03,2.8,2.71,3.1,0.8,97.5,11.11,13.9
11/1/15 8:30,9.52,230,8.45,64.48,3.5,3.35,3.2,0.8,95.3,10.87,13.4
11/1/15 8:15,9.55,224,8.42,70.3,3.5,3.38,14.8,3.7,94.4,10.76,12.9
11/1/15 8:00,9.6,253,8.39,30.1,3.3,3.19,0.7,0.2,92.9,10.58,12.8
11/1/15 7:45,9.59,240,8.43,21.83,3.3,3.16,7.2,1.8,94.8,10.8,12.8
11/1/15 7:30,9.63,238,8.42,179.62,3.3,3.16,7.4,1.8,94.4,10.74,12.8
11/1/15 7:15,9.62,240,8.42,19.75,3.2,3.11,11.4,2.8,94.6,10.77,12.8
